trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2023-03-04 00:00:00 +0000 +0000,1,65,29.5081081081081081
2016-10-18 00:00:00 +0000 +0000,2,71,31.2195121951219512
2018-10-13 00:00:00 +0000 +0000,1,51,23.6411149825783972
2019-11-11 00:00:00 +0000 +0000,2,60,26.9290780141843972
2015-11-02 00:00:00 +0000 +0000,1,72,29.3937282229965157
2018-01-05 00:00:00 +0000 +0000,1,61,26.4335664335664336
2017-06-18 00:00:00 +0000 +0000,1,49,17.3508771929824561
2023-12-21 00:00:00 +0000 +0000,1,87,42.7769028871391076
2023-05-24 00:00:00 +0000 +0000,1,72,32.9252615844544096
2023-03-22 00:00:00 +0000 +0000,1,90,40.9588652482269504
2019-10-20 00:00:00 +0000 +0000,1,54,22.6335877862595420
2017-02-18 00:00:00 +0000 +0000,1,45,21.9166666666666667
2020-06-01 00:00:00 +0000 +0000,1,80,28.1111111111111111
2016-05-26 00:00:00 +0000 +0000,6,67,38.2125435540069686
2021-09-14 00:00:00 +0000 +0000,1,65,33.5426008968609865
2018-04-07 00:00:00 +0000 +0000,1,54,27.4166666666666667
2020-11-04 00:00:00 +0000 +0000,4,72,34.2916666666666667
2023-01-27 00:00:00 +0000 +0000,1,74,41.6124794745484401
2023-10-25 00:00:00 +0000 +0000,1,80,33.0561643835616438
2022-03-29 00:00:00 +0000 +0000,1,71,30.6955205811138015
2020-11-27 00:00:00 +0000 +0000,2,63,25.8986013986013986
2017-01-07 00:00:00 +0000 +0000,5,69,21.8491228070175439
2023-12-12 00:00:00 +0000 +0000,1,80,33.7767379679144385
2022-10-08 00:00:00 +0000 +0000,1,67,28.2010081915563957
2017-06-28 00:00:00 +0000 +0000,1,36,11.9859649122807018
2016-04-09 00:00:00 +0000 +0000,31,31,31.0000000000000000
2023-06-14 00:00:00 +0000 +0000,1,74,38.1638655462184874
2023-11-30 00:00:00 +0000 +0000,1,81,38.9491740787801779
2023-03-18 00:00:00 +0000 +0000,1,78,27.3688524590163934
2021-01-17 00:00:00 +0000 +0000,6,31,17.1035714285714286
2019-11-02 00:00:00 +0000 +0000,2,60,28.0731707317073171
2016-12-12 00:00:00 +0000 +0000,1,78,31.4092526690391459
2020-05-01 00:00:00 +0000 +0000,1,17,6.3344947735191638
2021-10-25 00:00:00 +0000 +0000,1,69,32.8192307692307692
2021-05-16 00:00:00 +0000 +0000,1,11,2.2428571428571429
2020-08-14 00:00:00 +0000 +0000,4,65,31.0208333333333333
2024-02-15 00:00:00 +0000 +0000,2,90,45.9265944645006017
2023-12-09 00:00:00 +0000 +0000,2,78,36.1700133868808568
2023-02-12 00:00:00 +0000 +0000,1,49,15.0074349442379182
2022-04-26 00:00:00 +0000 +0000,1,72,29.9636363636363636
2020-03-14 00:00:00 +0000 +0000,6,51,24.5416666666666667
2024-05-08 00:00:00 +0000 +0000,1,78,36.6089309878213802
2016-10-26 00:00:00 +0000 +0000,1,69,28.4181184668989547
2018-04-03 00:00:00 +0000 +0000,2,60,28.3797909407665505
2016-02-27 00:00:00 +0000 +0000,8,63,34.1573426573426573
2015-11-20 00:00:00 +0000 +0000,4,80,35.2404181184668990
2018-01-18 00:00:00 +0000 +0000,1,61,31.2334494773519164
2022-12-07 00:00:00 +0000 +0000,1,80,33.3222506393861893
2017-09-24 00:00:00 +0000 +0000,1,49,22.9078014184397163
2017-01-12 00:00:00 +0000 +0000,5,50,28.3251748251748252
2020-11-11 00:00:00 +0000 +0000,4,69,38.4525139664804469
2019-09-03 00:00:00 +0000 +0000,1,57,26.6423611111111111
2019-03-11 00:00:00 +0000 +0000,1,58,23.8153310104529617
2017-01-27 00:00:00 +0000 +0000,9,49,25.6360424028268551
2017-04-05 00:00:00 +0000 +0000,1,56,25.3607142857142857
2019-04-19 00:00:00 +0000 +0000,6,71,31.7964912280701754
2016-05-11 00:00:00 +0000 +0000,2,72,37.0381944444444444
2023-02-11 00:00:00 +0000 +0000,1,53,18.9283018867924528
2022-03-19 00:00:00 +0000 +0000,11,35,23.8159722222222222
2017-06-24 00:00:00 +0000 +0000,1,27,9.9233449477351916
2021-07-23 00:00:00 +0000 +0000,1,26,11.4409722222222222
2021-02-26 00:00:00 +0000 +0000,6,76,39.6816479400749064
2018-11-15 00:00:00 +0000 +0000,1,80,37.5749128919860627
2023-11-21 00:00:00 +0000 +0000,1,83,36.4136986301369863
2017-07-31 00:00:00 +0000 +0000,1,49,25.4169884169884170
2023-08-03 00:00:00 +0000 +0000,1,69,30.6189839572192513
2022-07-05 00:00:00 +0000 +0000,1,60,27.1771844660194175
2021-08-29 00:00:00 +0000 +0000,1,38,20.2961672473867596
2023-03-03 00:00:00 +0000 +0000,1,72,29.2732095490716180
2019-10-18 00:00:00 +0000 +0000,4,69,29.9924242424242424
2021-02-14 00:00:00 +0000 +0000,13,38,23.4583333333333333
2024-06-02 00:00:00 +0000 +0000,1,51,25.8000000000000000
2020-04-21 00:00:00 +0000 +0000,2,38,14.8811188811188811
2024-03-12 00:00:00 +0000 +0000,1,89,36.6357526881720430
2020-12-12 00:00:00 +0000 +0000,2,20,9.5659722222222222
2017-05-07 00:00:00 +0000 +0000,1,49,23.7622377622377622
2016-08-24 00:00:00 +0000 +0000,4,69,37.0996309963099631
2016-12-09 00:00:00 +0000 +0000,1,76,30.6794425087108014
2018-04-19 00:00:00 +0000 +0000,1,62,28.6923076923076923
2023-12-11 00:00:00 +0000 +0000,1,76,32.2456608811748999
2017-04-16 00:00:00 +0000 +0000,1,47,15.1149825783972125
2016-03-07 00:00:00 +0000 +0000,1,72,31.6597222222222222
2019-03-28 00:00:00 +0000 +0000,1,63,26.5279720279720280
2018-09-17 00:00:00 +0000 +0000,1,51,21.2604166666666667
2021-08-14 00:00:00 +0000 +0000,1,51,28.4912891986062718
2018-02-12 00:00:00 +0000 +0000,1,65,23.6468531468531469
2020-07-07 00:00:00 +0000 +0000,4,60,29.0729166666666667
2017-06-06 00:00:00 +0000 +0000,1,54,22.3194444444444444
2023-02-01 00:00:00 +0000 +0000,4,83,37.9615894039735099
2019-10-17 00:00:00 +0000 +0000,2,62,28.7368421052631579
2018-05-16 00:00:00 +0000 +0000,1,54,21.1130742049469965
2015-09-19 00:00:00 +0000 +0000,1,53,26.0034843205574913
2020-06-26 00:00:00 +0000 +0000,6,67,34.3978873239436620
2024-01-23 00:00:00 +0000 +0000,1,87,39.7794871794871795
2016-06-18 00:00:00 +0000 +0000,1,62,26.5248226950354610
2024-04-14 00:00:00 +0000 +0000,1,38,15.4487951807228916
2016-01-28 00:00:00 +0000 +0000,2,89,41.2155477031802120
2015-10-31 00:00:00 +0000 +0000,1,58,25.1881533101045296
2024-03-04 00:00:00 +0000 +0000,1,78,34.3838235294117647
2023-10-31 00:00:00 +0000 +0000,1,81,33.2977893368010403
2020-03-27 00:00:00 +0000 +0000,1,20,11.6562500000000000
2021-08-27 00:00:00 +0000 +0000,1,65,32.7604166666666667
2017-07-20 00:00:00 +0000 +0000,1,54,27.0145985401459854
2022-11-15 00:00:00 +0000 +0000,1,85,31.0581020012911556
2017-06-29 00:00:00 +0000 +0000,1,44,15.3240418118466899
2015-08-30 00:00:00 +0000 +0000,1,36,16.8506944444444444
2018-04-27 00:00:00 +0000 +0000,1,67,30.6041666666666667
2017-01-10 00:00:00 +0000 +0000,7,38,22.6097560975609756
2023-04-24 00:00:00 +0000 +0000,1,74,24.3541666666666667
2018-12-14 00:00:00 +0000 +0000,1,65,25.6655052264808362
2020-03-17 00:00:00 +0000 +0000,4,54,21.9090909090909091
2019-12-05 00:00:00 +0000 +0000,6,74,34.7187500000000000
2017-12-18 00:00:00 +0000 +0000,1,63,24.2195121951219512
2018-07-04 00:00:00 +0000 +0000,1,62,27.8706293706293706
2021-11-14 00:00:00 +0000 +0000,1,56,23.4895833333333333
2021-11-03 00:00:00 +0000 +0000,2,71,33.3750000000000000
2019-03-23 00:00:00 +0000 +0000,2,56,28.3076923076923077
2024-01-16 00:00:00 +0000 +0000,1,87,35.6841415465268676
2019-08-18 00:00:00 +0000 +0000,1,22,8.9444444444444444
2018-01-19 00:00:00 +0000 +0000,1,67,27.7972027972027972
2023-09-03 00:00:00 +0000 +0000,1,54,22.9190535491905355
2023-02-02 00:00:00 +0000 +0000,1,80,34.1629726205997392
2017-08-06 00:00:00 +0000 +0000,1,27,13.5457875457875458
2016-10-22 00:00:00 +0000 +0000,1,65,29.5173611111111111
2016-03-16 00:00:00 +0000 +0000,2,74,35.4703832752613240
2016-02-06 00:00:00 +0000 +0000,13,63,34.3543859649122807
2019-01-13 00:00:00 +0000 +0000,1,29,12.2648083623693380
2019-12-04 00:00:00 +0000 +0000,13,69,39.7093425605536332
2017-07-01 00:00:00 +0000 +0000,1,33,16.5659722222222222
2022-11-30 00:00:00 +0000 +0000,1,74,32.9758308157099698
2018-07-02 00:00:00 +0000 +0000,1,60,27.0277777777777778
2016-10-29 00:00:00 +0000 +0000,1,44,18.7986111111111111
2019-09-27 00:00:00 +0000 +0000,1,62,28.1076388888888889
2023-08-30 00:00:00 +0000 +0000,1,42,19.3544973544973545
2023-08-18 00:00:00 +0000 +0000,1,69,30.8812500000000000
2019-11-08 00:00:00 +0000 +0000,2,74,33.0801393728222997
2016-12-01 00:00:00 +0000 +0000,1,71,25.8923611111111111
2023-06-20 00:00:00 +0000 +0000,1,74,37.4944444444444444
2016-03-02 00:00:00 +0000 +0000,4,89,41.5734265734265734
2021-01-03 00:00:00 +0000 +0000,1,13,3.1006944444444444
2016-03-20 00:00:00 +0000 +0000,1,26,9.0590277777777778
2024-03-14 00:00:00 +0000 +0000,1,78,31.4570637119113573
2020-04-13 00:00:00 +0000 +0000,1,18,9.4720279720279720
2018-12-11 00:00:00 +0000 +0000,1,65,29.7083333333333333
2019-06-14 00:00:00 +0000 +0000,1,67,29.1567944250871080
2018-10-12 00:00:00 +0000 +0000,1,65,26.1293706293706294
2018-05-01 00:00:00 +0000 +0000,1,24,12.1909722222222222
2020-10-11 00:00:00 +0000 +0000,1,47,21.6076388888888889
2018-03-26 00:00:00 +0000 +0000,1,54,22.1045296167247387
2016-05-14 00:00:00 +0000 +0000,2,72,38.9337979094076655
2018-04-14 00:00:00 +0000 +0000,1,54,28.0627177700348432
2017-01-21 00:00:00 +0000 +0000,11,49,27.6405693950177936
2022-01-02 00:00:00 +0000 +0000,1,31,14.3680555555555556
2019-09-04 00:00:00 +0000 +0000,1,61,29.0555555555555556
2016-09-15 00:00:00 +0000 +0000,1,26,9.8125000000000000
2022-05-17 00:00:00 +0000 +0000,1,72,31.9286600496277916
2018-08-23 00:00:00 +0000 +0000,1,20,7.9895833333333333
2015-10-21 00:00:00 +0000 +0000,1,74,37.9879032258064516
2017-11-14 00:00:00 +0000 +0000,1,57,23.6666666666666667
2021-07-04 00:00:00 +0000 +0000,1,44,20.2907801418439716
2021-03-11 00:00:00 +0000 +0000,6,74,36.8993288590604027
2024-03-30 00:00:00 +0000 +0000,1,65,26.0190058479532164
2018-04-10 00:00:00 +0000 +0000,1,58,28.2569444444444444
2018-10-20 00:00:00 +0000 +0000,1,53,23.3414634146341463
2020-10-14 00:00:00 +0000 +0000,4,67,31.4947735191637631
2018-07-01 00:00:00 +0000 +0000,1,40,18.7797202797202797
2018-01-20 00:00:00 +0000 +0000,1,53,25.3041958041958042
2019-06-10 00:00:00 +0000 +0000,1,56,19.8140350877192982
2016-12-21 00:00:00 +0000 +0000,9,78,36.9839357429718876
2024-05-26 00:00:00 +0000 +0000,1,54,26.9635258358662614
2017-09-06 00:00:00 +0000 +0000,1,49,21.9678571428571429
2022-11-18 00:00:00 +0000 +0000,1,78,31.8316953316953317
2019-08-16 00:00:00 +0000 +0000,1,26,9.3368055555555556
2018-09-01 00:00:00 +0000 +0000,1,44,19.8993055555555556
2022-05-30 00:00:00 +0000 +0000,1,72,28.8111044055522028
2018-03-11 00:00:00 +0000 +0000,1,47,20.5261324041811847
2018-02-06 00:00:00 +0000 +0000,1,63,25.6968641114982578
2018-02-26 00:00:00 +0000 +0000,1,63,25.9721254355400697
2022-09-04 00:00:00 +0000 +0000,1,53,22.7654320987654321
2020-10-18 00:00:00 +0000 +0000,1,45,19.1909722222222222
2021-09-28 00:00:00 +0000 +0000,1,74,34.4405594405594406
2022-08-01 00:00:00 +0000 +0000,1,67,26.3177458033573141
2017-04-03 00:00:00 +0000 +0000,1,51,22.8641114982578397
2018-12-10 00:00:00 +0000 +0000,1,74,30.9825174825174825
2023-09-26 00:00:00 +0000 +0000,1,76,41.0356564019448947
2021-03-05 00:00:00 +0000 +0000,4,65,33.6654135338345865
2021-06-03 00:00:00 +0000 +0000,4,67,33.0555555555555556
2023-03-26 00:00:00 +0000 +0000,1,49,10.6898148148148148
2020-08-26 00:00:00 +0000 +0000,2,62,29.4169611307420495
2019-02-13 00:00:00 +0000 +0000,4,71,36.0836236933797909
2016-09-05 00:00:00 +0000 +0000,1,65,32.3992094861660079
2017-12-31 00:00:00 +0000 +0000,1,24,7.7595818815331010
2021-06-19 00:00:00 +0000 +0000,1,74,39.2996389891696751
2015-12-09 00:00:00 +0000 +0000,1,74,32.7874564459930314
2019-02-23 00:00:00 +0000 +0000,8,54,34.5244755244755245
2018-04-30 00:00:00 +0000 +0000,1,54,23.4946619217081851
2016-11-18 00:00:00 +0000 +0000,1,69,28.5614035087719298
2021-04-20 00:00:00 +0000 +0000,1,60,25.0156250000000000
2018-05-28 00:00:00 +0000 +0000,1,56,20.9722222222222222
2015-10-08 00:00:00 +0000 +0000,1,71,35.1881533101045296
2023-10-29 00:00:00 +0000 +0000,1,54,22.2992907801418440
2024-02-08 00:00:00 +0000 +0000,1,80,34.7239101717305152
2020-12-06 00:00:00 +0000 +0000,1,15,5.8464163822525597
2020-05-17 00:00:00 +0000 +0000,1,13,5.8360000000000000
2016-02-23 00:00:00 +0000 +0000,2,74,35.7746478873239437
2018-11-29 00:00:00 +0000 +0000,13,76,40.4876325088339223
2019-02-22 00:00:00 +0000 +0000,1,63,26.5139860139860140
2020-08-23 00:00:00 +0000 +0000,1,31,15.8398576512455516
2018-05-08 00:00:00 +0000 +0000,1,56,25.3194444444444444
2019-12-11 00:00:00 +0000 +0000,4,80,32.6111111111111111
2022-06-23 00:00:00 +0000 +0000,1,74,32.7381818181818182
2018-03-23 00:00:00 +0000 +0000,1,60,29.0592334494773519
2022-06-07 00:00:00 +0000 +0000,1,72,30.6413959085439230
2020-05-19 00:00:00 +0000 +0000,1,15,7.3811188811188811
2018-03-10 00:00:00 +0000 +0000,1,53,26.4912891986062718
2018-03-19 00:00:00 +0000 +0000,4,62,25.5400696864111498
2017-04-08 00:00:00 +0000 +0000,1,65,33.0243902439024390
2021-06-12 00:00:00 +0000 +0000,1,76,37.5454545454545455
2017-06-09 00:00:00 +0000 +0000,1,67,28.8802816901408451
2021-12-11 00:00:00 +0000 +0000,1,63,30.8576388888888889
2020-06-04 00:00:00 +0000 +0000,1,54,25.5435540069686411
2019-04-24 00:00:00 +0000 +0000,1,56,26.1958041958041958
2018-12-19 00:00:00 +0000 +0000,9,71,37.2272727272727273
2018-12-04 00:00:00 +0000 +0000,1,62,25.3623693379790941
2023-08-22 00:00:00 +0000 +0000,1,71,31.2116883116883117
2023-07-09 00:00:00 +0000 +0000,1,54,23.4219178082191781
2019-06-15 00:00:00 +0000 +0000,1,54,26.1298245614035088
2021-06-26 00:00:00 +0000 +0000,1,67,33.8885017421602787
2018-09-16 00:00:00 +0000 +0000,1,44,18.4131944444444444
2016-08-26 00:00:00 +0000 +0000,2,76,37.8345070422535211
2022-02-13 00:00:00 +0000 +0000,1,38,17.2256944444444444
2020-11-07 00:00:00 +0000 +0000,4,58,27.0918367346938776
2023-09-16 00:00:00 +0000 +0000,1,65,29.5932203389830508
2021-10-31 00:00:00 +0000 +0000,1,49,20.4895104895104895
2020-02-28 00:00:00 +0000 +0000,6,67,32.9791666666666667
2016-04-28 00:00:00 +0000 +0000,2,76,40.1853146853146853
2023-07-19 00:00:00 +0000 +0000,1,71,31.3121175030599755
2020-07-24 00:00:00 +0000 +0000,4,58,30.7607843137254902
2021-07-28 00:00:00 +0000 +0000,1,62,27.9409722222222222
2016-12-27 00:00:00 +0000 +0000,1,74,32.0625000000000000
2016-08-12 00:00:00 +0000 +0000,4,78,38.2891986062717770
2020-09-29 00:00:00 +0000 +0000,2,65,31.9895833333333333
2022-05-04 00:00:00 +0000 +0000,1,53,21.2770847012475378
2020-11-29 00:00:00 +0000 +0000,1,31,11.3680555555555556
2018-08-22 00:00:00 +0000 +0000,1,27,10.8397212543554007
2018-06-25 00:00:00 +0000 +0000,1,63,25.1076388888888889
2022-02-10 00:00:00 +0000 +0000,1,63,30.6736111111111111
2020-02-02 00:00:00 +0000 +0000,2,53,22.5034722222222222
2021-04-21 00:00:00 +0000 +0000,1,62,28.2023346303501946
2023-02-08 00:00:00 +0000 +0000,4,65,28.5563549160671463
2019-02-02 00:00:00 +0000 +0000,1,53,24.2404181184668990
2023-11-10 00:00:00 +0000 +0000,1,85,38.0986842105263158
2022-08-02 00:00:00 +0000 +0000,1,65,28.4828807556080283
2017-06-14 00:00:00 +0000 +0000,1,61,27.3797909407665505
2017-08-01 00:00:00 +0000 +0000,1,54,27.8000000000000000
2017-07-27 00:00:00 +0000 +0000,1,82,28.8755020080321285
2022-03-07 00:00:00 +0000 +0000,8,67,31.1076388888888889
2017-12-03 00:00:00 +0000 +0000,1,49,18.6618705035971223
2019-11-03 00:00:00 +0000 +0000,2,65,30.0486111111111111
2021-08-22 00:00:00 +0000 +0000,1,40,19.2363636363636364
2017-04-26 00:00:00 +0000 +0000,1,57,27.5018181818181818
2016-01-13 00:00:00 +0000 +0000,8,76,38.2326388888888889
2022-08-26 00:00:00 +0000 +0000,1,72,29.4057971014492754
2019-10-11 00:00:00 +0000 +0000,1,67,30.0208333333333333
2018-09-27 00:00:00 +0000 +0000,2,60,28.7018181818181818
2017-08-17 00:00:00 +0000 +0000,1,57,29.5460992907801418
2015-10-20 00:00:00 +0000 +0000,1,69,31.7482517482517483
2019-07-03 00:00:00 +0000 +0000,1,54,25.1805555555555556
2018-05-15 00:00:00 +0000 +0000,1,63,29.1293706293706294
2019-10-24 00:00:00 +0000 +0000,2,69,30.3678571428571429
2021-01-25 00:00:00 +0000 +0000,4,80,43.6562500000000000
2019-11-23 00:00:00 +0000 +0000,4,62,30.4097222222222222
2022-10-07 00:00:00 +0000 +0000,1,74,33.2180000000000000
2017-12-17 00:00:00 +0000 +0000,1,53,21.1859649122807018
2019-04-23 00:00:00 +0000 +0000,1,38,15.9860139860139860
2020-10-31 00:00:00 +0000 +0000,2,40,19.8715277777777778
2016-07-27 00:00:00 +0000 +0000,4,74,33.5496453900709220
2023-06-13 00:00:00 +0000 +0000,1,69,35.4136986301369863
2017-12-20 00:00:00 +0000 +0000,1,65,29.8432055749128920
2021-12-06 00:00:00 +0000 +0000,1,74,30.1834532374100719
2020-02-04 00:00:00 +0000 +0000,9,62,32.4390243902439024
2016-04-30 00:00:00 +0000 +0000,4,78,41.4062500000000000
2024-04-22 00:00:00 +0000 +0000,1,63,31.0769230769230769
2022-09-07 00:00:00 +0000 +0000,1,74,31.7113720642768850
2017-08-11 00:00:00 +0000 +0000,1,54,26.1181434599156118
2016-07-13 00:00:00 +0000 +0000,1,63,31.4250871080139373
2021-07-02 00:00:00 +0000 +0000,1,65,35.4111498257839721
2023-04-06 00:00:00 +0000 +0000,1,90,35.1904761904761905
2017-03-31 00:00:00 +0000 +0000,1,54,26.2118055555555556
2019-10-06 00:00:00 +0000 +0000,1,45,21.7881944444444444
2019-09-11 00:00:00 +0000 +0000,1,60,25.9507042253521127
2023-01-10 00:00:00 +0000 +0000,1,72,30.8217687074829932
2021-10-16 00:00:00 +0000 +0000,6,58,34.0845070422535211
2020-12-27 00:00:00 +0000 +0000,1,13,3.7951388888888889
2022-10-01 00:00:00 +0000 +0000,1,65,29.3955223880597015
2022-09-26 00:00:00 +0000 +0000,1,69,27.8395590936925903
2021-03-10 00:00:00 +0000 +0000,6,63,33.4548611111111111
2021-03-20 00:00:00 +0000 +0000,4,65,33.0763888888888889
2020-09-07 00:00:00 +0000 +0000,1,62,28.4097222222222222
2018-02-02 00:00:00 +0000 +0000,1,74,28.6748251748251748
2016-10-11 00:00:00 +0000 +0000,1,80,27.9166666666666667
2022-06-06 00:00:00 +0000 +0000,1,67,27.8654194327097164
2019-08-09 00:00:00 +0000 +0000,1,51,25.3041958041958042
2017-03-21 00:00:00 +0000 +0000,1,51,25.6840277777777778
2016-04-15 00:00:00 +0000 +0000,2,74,38.4181184668989547
2017-08-07 00:00:00 +0000 +0000,1,51,23.9483394833948339
2022-10-15 00:00:00 +0000 +0000,1,78,38.0269277845777234
2022-07-20 00:00:00 +0000 +0000,1,60,24.2595693779904306
2023-08-16 00:00:00 +0000 +0000,1,74,30.3683510638297872
2020-08-29 00:00:00 +0000 +0000,1,47,25.6097560975609756
2019-01-19 00:00:00 +0000 +0000,1,53,22.4720279720279720
2024-03-22 00:00:00 +0000 +0000,1,80,32.0237762237762238
2021-10-19 00:00:00 +0000 +0000,2,69,33.2384341637010676
2016-02-07 00:00:00 +0000 +0000,1,53,20.2847222222222222
2019-02-04 00:00:00 +0000 +0000,1,54,21.9930069930069930
2019-03-01 00:00:00 +0000 +0000,1,69,27.3776223776223776
2017-05-14 00:00:00 +0000 +0000,1,49,27.5473684210526316
2019-10-04 00:00:00 +0000 +0000,2,67,30.7916666666666667
2019-11-26 00:00:00 +0000 +0000,9,67,32.2737226277372263
2019-10-27 00:00:00 +0000 +0000,1,63,17.4522058823529412
2023-01-20 00:00:00 +0000 +0000,1,90,36.7820512820512821
2020-07-31 00:00:00 +0000 +0000,1,26,11.2152777777777778
2015-09-21 00:00:00 +0000 +0000,1,51,21.4459930313588850
2021-12-23 00:00:00 +0000 +0000,4,72,34.5451388888888889
2024-04-06 00:00:00 +0000 +0000,1,62,26.7049645390070922
2020-07-15 00:00:00 +0000 +0000,2,27,16.3020833333333333
2017-11-07 00:00:00 +0000 +0000,1,57,24.8715277777777778
2022-04-29 00:00:00 +0000 +0000,1,72,32.3050430504305043
2023-10-14 00:00:00 +0000 +0000,1,69,27.0583941605839416
2021-03-12 00:00:00 +0000 +0000,4,63,31.8611111111111111
2023-08-28 00:00:00 +0000 +0000,1,67,29.7974193548387097
2020-06-17 00:00:00 +0000 +0000,4,58,27.7218309859154930
2017-02-03 00:00:00 +0000 +0000,1,64,28.3368055555555556
2017-03-18 00:00:00 +0000 +0000,1,45,22.2361111111111111
2023-03-05 00:00:00 +0000 +0000,1,56,22.5336856010568032
2022-02-16 00:00:00 +0000 +0000,1,63,29.8888888888888889
2017-06-12 00:00:00 +0000 +0000,1,59,28.5729166666666667
2016-01-30 00:00:00 +0000 +0000,2,78,36.8070175438596491
2021-06-10 00:00:00 +0000 +0000,1,65,35.3188976377952756
2015-09-29 00:00:00 +0000 +0000,2,78,39.9372822299651568
2018-06-28 00:00:00 +0000 +0000,1,65,31.0982456140350877
2023-08-12 00:00:00 +0000 +0000,1,49,24.4169934640522876
2023-02-22 00:00:00 +0000 +0000,1,72,30.8308921438082557
2017-06-16 00:00:00 +0000 +0000,1,67,28.7727272727272727
2019-10-07 00:00:00 +0000 +0000,1,58,25.7881944444444444
2019-07-28 00:00:00 +0000 +0000,1,27,13.8645833333333333
2017-01-13 00:00:00 +0000 +0000,11,70,34.5104895104895105
2021-04-11 00:00:00 +0000 +0000,1,11,2.0555555555555556
2017-10-31 00:00:00 +0000 +0000,1,59,24.8041958041958042
2017-03-12 00:00:00 +0000 +0000,6,47,21.9090909090909091
2016-12-30 00:00:00 +0000 +0000,15,69,36.8601398601398601
2024-02-11 00:00:00 +0000 +0000,1,60,22.9270166453265045
2022-07-31 00:00:00 +0000 +0000,1,40,17.3220858895705521
2017-07-26 00:00:00 +0000 +0000,1,54,25.2888888888888889
2021-05-13 00:00:00 +0000 +0000,1,4,1.0839160839160839
2020-09-19 00:00:00 +0000 +0000,6,51,27.8441558441558442
2019-11-19 00:00:00 +0000 +0000,4,74,31.9236111111111111
2020-08-07 00:00:00 +0000 +0000,4,54,25.8854166666666667
2024-02-16 00:00:00 +0000 +0000,1,74,38.4358638743455497
2020-08-18 00:00:00 +0000 +0000,2,58,30.6809338521400778
2017-06-02 00:00:00 +0000 +0000,1,61,25.5993031358885017
2017-12-23 00:00:00 +0000 +0000,9,49,35.1442786069651741
2021-09-10 00:00:00 +0000 +0000,4,65,36.2000000000000000
2022-05-23 00:00:00 +0000 +0000,1,71,29.2695599022004890
2022-02-28 00:00:00 +0000 +0000,1,63,30.5644599303135889
2018-10-28 00:00:00 +0000 +0000,1,47,17.7741935483870968
2022-07-19 00:00:00 +0000 +0000,1,60,23.6271693596648713
2020-07-06 00:00:00 +0000 +0000,2,54,26.7708333333333333
2020-02-23 00:00:00 +0000 +0000,1,47,20.6944444444444444
2017-12-30 00:00:00 +0000 +0000,1,64,24.3194444444444444
2016-07-10 00:00:00 +0000 +0000,1,15,6.2222222222222222
2021-10-06 00:00:00 +0000 +0000,2,72,34.8888888888888889
2024-01-12 00:00:00 +0000 +0000,1,85,36.5458333333333333
2020-09-10 00:00:00 +0000 +0000,4,63,36.2538071065989848
2018-11-27 00:00:00 +0000 +0000,1,62,26.4861111111111111
2017-06-03 00:00:00 +0000 +0000,1,47,19.4965277777777778
2022-11-28 00:00:00 +0000 +0000,1,69,26.6411876184459886
2018-12-31 00:00:00 +0000 +0000,1,56,17.9788732394366197
2019-03-10 00:00:00 +0000 +0000,1,44,19.7951388888888889
2024-02-26 00:00:00 +0000 +0000,1,81,33.3160054719562244
2019-06-08 00:00:00 +0000 +0000,1,18,9.0699300699300699
2024-03-31 00:00:00 +0000 +0000,1,62,12.9549248747913189
2019-04-07 00:00:00 +0000 +0000,1,49,24.8175438596491228
